event_time,user_host,thread_id,server_id,command_type,argument
"2023-10-16 22:05:12.353385","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:05:12.359420","root[root] @ localhost [::1]",31,1,Query,...
"2023-10-16 22:05:12.366689","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:06.092279","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:06.094814","root[root] @ localhost [::1]",31,1,Query,...
"2023-10-16 22:06:06.101824","root[root] @ localhost [::1]",31,1,Query,...
"2023-10-16 22:06:06.102415","root[root] @ localhost [::1]",31,1,Query,...
"2023-10-16 22:06:06.103511","root[root] @ localhost [::1]",31,1,Query,...
"2023-10-16 22:06:46.712912","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:46.715458","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:46.745808","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:46.765291","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:46.765754","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:46.772625","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:46.894078","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:46.900182","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:46.905581","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:46.905989","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:46.909427","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.035502","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.040752","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.044448","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.045143","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.048513","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.113088","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.119487","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.124531","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.125545","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.129136","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.249153","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.260454","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.274494","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.274899","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.281429","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.327377","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.330991","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.334539","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.335821","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.339114","root[root] @ localhost [::1]",32,1,Query,...
"2023-10-16 22:06:47.376434","root[root] @ localhost [::1]",32,1,Query,...
